patric_genome_id,bgcflow_genome_id,genome_name,organism_name,taxon_id,genome_status,strain,serovar,biovar,pathovar,mlst,other_typing,culture_collection,type_strain,completion_date,publication,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,sequences,genome_length,gc_content,patric_cds,brc1_cds,refseq_cds,isolation_site,isolation_source,isolation_comments,collection_date,isolation_country,geographic_location,latitude,longitude,altitude,depth,other_environmental,host_name,host_gender,host_age,host_health,body_sample_site,body_sample_subsite,other_clinical,antimicrobial_resistance,antimicrobial_resistance_evidence,gram_stain,cell_shape,motility,sporulation,temperature_range,optimal_temperature,salinity,oxygen_requirement,habitat,disease,comments,additional_metadata,contig_l50,contig_n50,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
568703.99,GCF_015238575.1,Lactobacillus rhamnosus GG strain JL-1,,568703,Complete,JL-1,,,,,,,,2020-11-05T00:00:00Z,,PRJNA591662,SAMN13386394,GCA_015238575.1,CP046395,,Northeast Agricultural University,,PacBio,120.0x,HGAP v. .3,1.0,0.0,1.0,,3007502.0,46.69094,3047.0,,2864.0,,feces from children,,2016-10-13,China,China:Harbin,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,analyze,sample_type:cell culture,1.0,3007502.0,59.0,,98.1,,,,2020-11-30T12:59:45.073Z
568703.30,GCF_000011045.1,Lactobacillus rhamnosus GG ATCC 53103,Lactobacillus rhamnosus GG,568703,Complete,ATCC 53103,,,,,,ATCC 53103,,2009-09-25T00:00:00Z,19820099,PRJNA40637,,GCA_000011045.1,AP011548,NC_017482.1,"University of Tokyo, Japan",complete,Sanger,8.6x,Phred-Phrap-Consed,1.0,0.0,1.0,,3005051.0,46.7,2969.0,,2834.0,,healthly human intestinal flora,isolated from healthly human intestinal flora,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,No,,Mesophilic,-,,Facultative,Multiple,,Lactobacillus rhamnosus GG ATCC 53103.This strain was isolated from healthly human intestinal flora. It is one of the most widely used probiotics.,,1.0,3005051.0,59.0,,97.9,100.0,0.0,,2015-03-16T03:17:09.594Z
486408.6,GCF_000173255.4,Lactobacillus rhamnosus HN001,Lactobacillus rhamnosus HN001,486408,WGS,HN001,,,,,,,,2008-09-11T00:00:00Z,,PRJNA29219,SAMN02469790,GCA_000173255.2,ABWJ00000000,NZ_ABWJ00000000,Fonterra Research Centre,assembly,,,,0.0,2.0,96.0,,2914408.0,46.7,2717.0,,2811.0,,,,,,,,,,,,,,,,,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,"Lactobacillus rhamnosus strain HN001. Lactobacillus rhamnosus HN001 is a well-characterised probiotic bacterial strain. HN001 has demonstrated probiotic effects, with immuno-modulatory properties and anti-pathogen effects. Transformation, gene disruption and expression systems have been developed for this strain.",,14.0,75199.0,50.0,,98.4,100.0,0.0,,2015-03-16T03:17:09.594Z
1300223.3,GCF_000735255.1,Lactobacillus rhamnosus K32,,1300223,WGS,K32,,,,,,,,2014-07-28T00:00:00Z,-,PRJNA191611,SAMN02840977,GCA_000735255.1,JNNV00000000,-,Vavilov Institute of General Genetics,,454,34.0x,GS De Novo Assembler v. 2.8,,,24.0,,3016919.0,46.8,2982.0,,2637.0,,the gastrointestinal tract (GIT) of a healthy adult (female) from Central region of Russia,isolated in 2010 from the gastrointestinal tract (GIT) of a healthy adult (female) from Central region of Russia,2007,Russia,Russia: Central Russia,,,,,,"Human, Homo sapiens",female,,,,,,,,Positive,Bacilli,,,Mesophilic,,,Facultative,Multiple,,"The objective is to obtain the complete genome sequence and annotation of strain Lactobacillus rhamnosus K32, isolated in 2010 from the gastrointestinal tract (GIT) of a healthy adult (female) from Central region of Russia. L. rhamnosus strains presented in the human body inhibit the propagation of pathogenic bacteria, contribute to the digestive process, and participate in the formation of innate and acquired immunity\; for this reason, they are a part of many probiotic drugs. The complete genome sequence of this strain, will be used as pharmaceutical product. Relevance: This is the first strain isolated from the microbiota of the Russian human.",,3.0,470969.0,57.0,,97.0,100.0,2.1,,2015-03-16T03:17:09.594Z
1390386.3,GCF_000784405.1,Lactobacillus rhamnosus L31,,1390386,WGS,L31,,,,,,,,2014-11-17T00:00:00Z,25197459,PRJNA217079,SAMN02324553,GCA_000784405.1,AYTQ00000000,-,Baylor College of Medicine,,454 GS FLX,23.0x,Newbler v. 2.5.3,,,67.0,,2826754.0,46.73,2845.0,,0.0,,infant feces,,,Thailand,Thailand: Bangkok,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,,,,,,,,,Study of the human microbiome,,10.0,91772.0,45.0,,97.5,100.0,1.0,,2015-03-16T03:17:09.594Z
1390384.3,GCF_000784375.1,Lactobacillus rhamnosus L34,,1390384,WGS,L34,,,,,,,,2014-11-17T00:00:00Z,25197459,PRJNA217081,SAMN02324555,GCA_000784375.1,AYTR00000000,-,Baylor College of Medicine,,454 GS FLX,29.0x,Newbler v. 2.5.3,,,51.0,,2937717.0,46.81,2916.0,,0.0,,infant feces,,,Thailand,Thailand: Bangkok,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,,,,,,,,,Study of the human microbiome,,10.0,112585.0,50.0,,98.0,100.0,1.0,,2015-03-16T03:17:09.594Z
1390383.3,GCF_000784395.1,Lactobacillus rhamnosus L35,,1390383,WGS,L35,,,,,,,,2014-11-17T00:00:00Z,25197459,PRJNA217082,SAMN02324556,GCA_000784395.1,AYTP00000000,-,Baylor College of Medicine,,454 GS FLX,26.0x,Newbler v. 2.5.3,,,51.0,,2937403.0,46.81,2921.0,,0.0,,infant feces,,,Thailand,Thailand: Bangkok,,,,,,"Human, Homo sapiens",,,,,,,,,Positive,Bacilli,,,,,,,,,Study of the human microbiome,,9.0,122135.0,50.0,,97.9,100.0,1.0,,2015-03-16T03:17:09.594Z
568704.3,GCF_000026525.1,Lactobacillus rhamnosus Lc 705,Lactobacillus rhamnosus Lc 705,568704,Complete,Lc 705,,,,,,,,2009-09-02T00:00:00Z,19805152,PRJNA32197,SAMEA2272728,GCA_000026525.1,"FM179323,FM179324","NC_013199,NC_013200","Institute of Biotechnology, University of Helsinki, Finland|DNA Sequencing and Genomics lab, Institute of Biotechnology, University of Helsinki",complete,,,,1.0,1.0,2.0,,3033106.0,46.7,2765.0,,2992.0,,,,,,,,,,,,,,,,,,,,,+,Rod,,,Mesophilic,-,,Facultative,Multiple,,"Lactobacillus rhamnosus Lc 705. Lactobacillus rhamnosus Lc 705 is a well-characterised probiotic bacterial strain. This organism has demonstrated probiotic effects, with immuno-modulatory properties and anti-pathogen effects. ",,1.0,2968598.0,61.0,,97.5,100.0,2.0,,2015-03-16T03:17:09.594Z
525361.3,GCF_000160175.1,Lactobacillus rhamnosus LMS2-1,Lactobacillus rhamnosus LMS2-1,525361,WGS,LMS2-1,,,,,,BEI HM-106,,2009-03-16T00:00:00Z,,PRJNA31497,SAMN00001479,GCA_000160175.1,ACIZ00000000,NZ_ACIZ00000000,Baylor College of Medicine,assembly,"454, Illumina, Sanger",48.57x,Newbler v. 2.0-01162009,0.0,0.0,55.0,,3159402.0,46.5,2936.0,,3155.0,,,,,,,,,,,,"Human, Homo sapiens",,,,Gastrointestinal tract,,,,,+,Rod,No,,Mesophilic,-,,Facultative,,,Lactobacillus rhamnosus LMS2-1.A reference genome for the Human Microbiome Project.,,2.0,801735.0,55.0,,98.3,100.0,0.0,,2015-03-16T03:17:09.594Z
1316933.3,GCF_000418475.1,Lactobacillus rhamnosus LOCK900,Lactobacillus rhamnosus LOCK900,1316933,Complete,LOCK900,,,,,,,,2013-07-08T00:00:00Z,,PRJNA196481,SAMN02603328,GCA_000418475.1,CP005484.1,NC_021723.1,IBB PAS,complete,Sanger dideoxy sequencing; 454; Illumina,81x,Newbler De Novo Assembler v. 2.6,1.0,0.0,1.0,,2883376.0,46.8,2855.0,,2827.0,,,,,,,,,,,,,,,,,,,,,Positive,Bacilli,No,,,,,,,,Probiotic.,,1.0,2883376.0,59.0,,97.9,100.0,0.0,,2015-03-16T03:17:09.594Z
1318634.3,GCF_000418495.1,Lactobacillus rhamnosus LOCK908,Lactobacillus rhamnosus LOCK908,1318634,Complete,LOCK908,,,,,,,,2013-07-08T00:00:00Z,,PRJNA196823,SAMN02603329,GCA_000418495.1,CP005485.1,NC_021725.1,IBB PAS,complete,Sanger dideoxy sequencing; 454; Illumina,177x,Newbler De Novo Assembler v. 2.6,1.0,0.0,1.0,,2990900.0,46.8,2947.0,,2924.0,,,,,,,,,,,,,,,,,,,,,Positive,Bacilli,No,,,,,,,,Probiotic.,,1.0,2990900.0,60.0,,98.0,100.0,0.0,,2015-03-16T03:17:09.594Z
1203258.5,GCF_000311945.1,Lactobacillus rhamnosus LRHMDP2,Lactobacillus rhamnosus LRHMDP2,1203258,WGS,LRHMDP2,,,,,, ,,2012-11-09T00:00:00Z,23405363,PRJNA169251,SAMN01737618,GCA_000311945.1,AMQW00000000,-,"Westmead Centre for Oral Health and Westmead Millennium  Institute, Westmead Hostpital",WGS,454,17.0x,,0.0,0.0,50.0,,2911110.0,46.57,2915.0,,2908.0,,dental pulp from carious tooth,,2010,Australia,Australia: New South Wales,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Lactobacillus rhamnosus from initial stages of dental pulp infection,,6.0,181493.0,52.0,,98.3,100.0,0.0,,2015-03-16T03:17:09.594Z
1203259.4,GCF_000311965.1,Lactobacillus rhamnosus LRHMDP3,Lactobacillus rhamnosus LRHMDP3,1203259,WGS,LRHMDP3,,,,,, ,,2012-11-09T00:00:00Z,23405363,PRJNA169313,SAMN01757838,GCA_000311965.1,AMQX00000000,-,"Westmead Centre for Oral Health and Westmead Millennium  Institute, Westmead Hostpital",WGS,454,17.0x,,0.0,0.0,47.0,,2911934.0,46.58,2930.0,,2921.0,,dental pulp from carious tooth,,2010,Australia,Australia: New South Wales,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Lactobacillus rhamnosus from initial stages of dental pulp infection,,6.0,217880.0,57.0,,98.4,100.0,0.0,,2015-03-16T03:17:09.594Z
1457395.3,GCF_000712505.1,Lactobacillus rhamnosus PEL5,,1457395,WGS,PEL5,,,,,,,,2014-06-26T00:00:00Z,25032833,PRJNA237053,SAMN02602920,GCA_000712505.1,JDFQ00000000,-,Helsinki University,,454,8.0x,Newbler v. 2.8,,,71.0,,2897032.0,46.7,2914.0,,0.0,,,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,Genome sequencing of Lactobacillus rhamnosus PEL5,,12.0,98210.0,42.0,,97.8,100.0,0.0,,2015-03-16T03:17:09.594Z
1457396.3,GCF_000712515.1,Lactobacillus rhamnosus PEL6,,1457396,WGS,PEL6,,,,,,,,2014-06-26T00:00:00Z,25032833,PRJNA237054,SAMN02602921,GCA_000712515.1,JDFR00000000,-,Helsinki University,,454,8.0x,Newbler v. 2.8,,,67.0,,2876865.0,46.7,2870.0,,0.0,,,,,,,,,,,,,,,,,,,,,Positive,,,,,,,,,,Genome sequencing of Lactobacillus rhamnosus PEL6,,11.0,79011.0,50.0,,97.9,100.0,0.0,,2015-03-16T03:17:09.594Z
880592.5,GCF_000235785.1,Lactobacillus rhamnosus R0011,Lactobacillus rhamnosus R0011,880592,WGS,R0011,,,,,,,,2011-11-18T00:00:00Z,22275100,PRJNA51799,SAMN02469944,GCA_000235785.2,AGKC00000000,-,Institut Rosell Lallemand Inc.,WGS,,,,0.0,0.0,10.0,,2900620.0,46.7,2899.0,,2719.0,,dairy starter culture,,1976,Canada,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,687643.0,54.0,,98.2,100.0,0.0,,2015-03-16T03:17:09.594Z
931533.7,GCF_902386015.1,Lactobacillus saniviri strain MGYG-HGUT-02339,,931533,WGS,MGYG-HGUT-02339,,,,,,,,2019-08-12T00:00:00Z,,PRJEB33885,SAMEA5851843,GCA_902386015.1,"CABMHM010000001,CABMHM010000002,CABMHM010000003,CABMHM010000004,CABMHM010000005,CABMHM010000006,CABMHM010000007",,EMG,,,,,,,77.0,,2435824.0,47.73701,2493.0,,,,human gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comprehensive reference data is essential for accurate taxonomic and functional characterisation of the human gut microbiome. Here we present the Unified Human Gastrointestinal Genome (UHGG) collection, a resource combining 286,997 genomes representing 4,644 prokaryotic species from the human gut. These genomes contain over 625 million protein sequences used to generate the Unified Human Gastrointestinal Protein (UHGP) catalogue, a collection that more than doubles the number of gut protein clusters over the Integrated Gene Catalogue. We find that a large portion of the human gut microbiome remains to be fully explored, with over 70% of the UHGG species lacking cultured representatives, and 40% of the UHGP missing meaningful functional annotations. Intra-species genomic variation analyses revealed a large reservoir of accessory genes and single-nucleotide variants, many of which were specific to individual human populations. These freely available genomic resources should greatly facilitate investigations into the human gut microbiome.",,7.0,116205.0,56.0,,97.5,,,,2019-10-03T14:20:03.909Z
1293598.4,GCF_001437465.1,Lactobacillus saniviri JCM 17471 = DSM 24301,,1293598,WGS,DSM 24301,,,,,,DSM:24301,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02797787,GCF_001437465.1,JQCE01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,77.0,,2435824.0,47.73,2496.0,,2334.0,,feces,,2012,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,7.0,116205.0,56.0,,97.1,100.0,0.0,,2016-01-17T17:46:29.240Z
1293598.3,GCF_001311785.1,Lactobacillus saniviri JCM 17471 = DSM 24301,,1293598,WGS,JCM 17471,,,,,,JCM: 17471,,2015-10-01T00:00:00Z,,PRJDB805,SAMD00000457,GCF_001311785.1,BBBX01000000,,The University of Tokyo,,Ion PGM,33x,Newbler v. 2.8,,,67.0,,2420749.0,47.81,3423.0,,,,,,,,,,,,,env_biome:bacteria,,,,,,,,,,,,,,,,,,,,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,10.0,78240.0,57.0,,88.9,100.0,29.3,,2016-01-17T17:14:36.472Z
1291052.5,GCF_001436225.1,Lactobacillus sharpeae JCM 1186 = DSM 20505,,1291052,WGS,DSM 20505,,,,,,DSM:20505,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369377,GCF_001436225.1,AYYO01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,57.0,,2444304.0,53.39,2447.0,,2271.0,,municipal sewage,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,8.0,92736.0,57.0,,97.0,99.9,3.1,,2016-01-17T17:46:07.742Z
1291052.4,GCF_001311055.1,Lactobacillus sharpeae JCM 1186 = DSM 20505,,1291052,WGS,JCM 1186,,,,,,JCM: 1186,,2015-10-01T00:00:00Z,,PRJDB758,SAMD00000421,GCF_001311055.1,BBAC01000000,,The University of Tokyo,,Ion PGM,40x,Newbler v. 2.8,,,64.0,,2486011.0,53.35,3034.0,,,,,,,,,,,,,env_biome:bacteria,,,,,,,,,,,,,,,,,,,,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,9.0,84470.0,55.0,,92.2,100.0,16.7,,2016-01-17T17:14:23.725Z
2799575.3,GCF_016861805.1,Lacticaseibacillus sp. 53-4,,2799575,WGS,53-4,,,,,,JCM:33566,,2021-01-16T00:00:00Z,,PRJDB7793,SAMD00270197,GCA_016861805.1,BOLT01000000,,Northeast Agricultural University,,Illumina NovaSeq,381x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,80.0,,2370044.0,55.547997,2390.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2015,China,China,,,,,,,,,,,,,,,Positive,ARRAY(0x64723c0),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,10.0,67209.0,52.0,,96.2,,,,2021-02-27T19:06:55.649Z
2799576.3,GCF_016861825.1,Lacticaseibacillus sp. 866-1,,2799576,WGS,866-1,,,,,,,,2021-01-16T00:00:00Z,,PRJDB7793,SAMD00270198,GCA_016861825.1,BOLU01000000,,Northeast Agricultural University,,Illumina NovaSeq,524x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,62.0,,2210956.0,55.64371,2247.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2018,China,China,,,,,,,,,,,,,,,Positive,ARRAY(0x4e8c1a8),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,13.0,63400.0,54.0,,95.7,,,,2021-02-27T19:07:27.774Z
2486011.3,GCF_003946175.1,Lactobacillus sp. 247-3,,2486011,WGS,247-3,,,,,,,,2018-12-14T00:00:00Z,,PRJNA503273,SAMN10357354,GCA_003946175.1,RHOK01000000,,Northeast Agricultural University,,Illumina HiSeq,454x,A5-MiSeq v. 20150522,,,55.0,,2560295.0,53.023422,2591.0,,,,pickle,isolated and identified,2015,China,China,,,,,,,,,,,,,,,,,,,,,,,,,"Chinese traditional fermented foods, such as pickle, sourdough and yogurt, are rich in lactic acid bacteria. In recent years, many novel lactic acid bacterial species have been isolated and identified. The goal of this bioproject is to sequence those new lactic acid bacterial species.",sample_type:cell culture,8.0,105481.0,62.0,,97.4,,,,2019-01-31T09:22:00.357Z
2486011.6,GCF_016861525.1,Lacticaseibacillus suibinensis strain 834-9,,2486011,WGS,834-9,,,,,,JCM:34362,,2021-01-16T00:00:00Z,,PRJDB7793,SAMD00263605,GCA_016861525.1,BOLJ01000000,,Northeast Agricultural University,,Illumina NovaSeq,566x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,100.0,,2474259.0,52.9213,2483.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2017,China,China,,,,,,,,,,,,,,,Positive,ARRAY(0x469a300),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,9.0,74181.0,58.0,,97.6,,,,2021-02-27T19:06:49.596Z
2799577.3,GCF_016861845.1,Lacticaseibacillus sp. ZW152,,2799577,WGS,ZW152,,,,,,JCM:34363,,2021-01-16T00:00:00Z,,PRJDB7793,SAMD00270199,GCA_016861845.1,BOLV01000000,,Northeast Agricultural University,,Illumina NovaSeq,372x,A5-MiSeq v. 20160825; SPAdes v. 3.12.0,0.0,0.0,75.0,,2705176.0,52.82244,2672.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2017,China,China,,,,,,,,,,,,,,,Positive,ARRAY(0x4b23710),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,8.0,122932.0,57.0,,97.6,,,,2021-02-27T19:07:28.461Z
1423810.4,GCF_001436135.1,Lactobacillus thailandensis DSM 22698 = JCM 13996,,1423810,WGS,DSM 22698,,,,,,DSM:22698,,2015-11-06T00:00:00Z,26415554,PRJNA222257,SAMN02369479,GCF_001436135.1,AYZK01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,23.0,,2060676.0,53.49,1993.0,,1860.0,,fermented tea leaves (miang),,2007,Thailand,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,2.0,383908.0,38.0,,96.2,100.0,3.1,,2016-01-17T17:46:06.282Z
1423810.3,GCF_001312865.1,Lactobacillus thailandensis DSM 22698 = JCM 13996,,1423810,WGS,JCM 13996,,,,,,JCM:13996,,2015-10-01T00:00:00Z,,PRJDB898,SAMD00016810,GCF_001312865.1,BBER01000000,,The University of Tokyo,,Ion PGM,52x,Newbler v. 2.8,,,21.0,,2062475.0,53.44,2642.0,,,,,,,,,,,,,env_biome:bacteria,,,,,,,,,,,,,,,,,,,,"For the promotion of various studies, we perform genome sequencing of the important 300 microbial organisms to human and the environment.",,2.0,338391.0,52.0,,90.1,100.0,26.7,,2016-01-17T17:14:56.577Z
2486015.3,GCF_003946405.1,Lactobacillus sp. 33-1,,2486015,WGS,33-1,,,,,,,,2018-12-14T00:00:00Z,,PRJNA503273,SAMN10357358,GCA_003946405.1,RHOG01000000,,Northeast Agricultural University,,Illumina HiSeq,385x,A5-MiSeq v. 20150522,,,73.0,,2558704.0,55.441425,2415.0,,,,pickle,isolated and identified,2015,China,China,,,,,,,,,,,,,,,,,,,,,,,,,"Chinese traditional fermented foods, such as pickle, sourdough and yogurt, are rich in lactic acid bacteria. In recent years, many novel lactic acid bacterial species have been isolated and identified. The goal of this bioproject is to sequence those new lactic acid bacterial species.",sample_type:cell culture,13.0,56952.0,53.0,,97.3,,,,2019-01-31T09:25:43.261Z
1582.193,GCF_900492555.1,Lactobacillus casei strain CECT 9104,,1582,Complete,CECT 9104,,,,,,,,2018-08-06T00:00:00Z,,PRJEB26763,SAMEA4665296,GCA_900492555.1,"LS991421,LS991422",,BIOPOLIS,,,,,1.0,1.0,2.0,,3073411.0,48.000122,2957.0,,,,faeces of baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lactobacillus casei BPL4 (CECT 9104) is a probiotic strain included in a mixture of probiotics with effect in atopic dermatitis amelioration. Here, we report its complete genome sequence deciphered by PacBio SMRT technology. Analysis of the sequence may provide insights into its functional activity",,1.0,3045762.0,58.0,,97.9,100.0,0.0,,2018-10-04T10:29:54.934Z
57037.17,GCF_018363055.1,Lacticaseibacillus zeae strain FBL8,,57037,Complete,FBL8,,,,,,,,2021-05-16T00:00:00Z,,PRJNA727634,SAMN19028092,GCA_018363055.1,CP074379,,Kyung Hee University,,PacBio Sequel,662.206x,SMRT Link v. 9.0,1.0,0.0,1.0,,3132522.0,47.825874,3118.0,,2864.0,,Raw milk,,2021,South Korea,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Complete genome sequence of Lacticaseibacillus zeae FBL8,sample_type:single cell,1.0,3132522.0,58.0,,98.5,,,,2021-06-02T23:33:51.826Z
1582.224,GCF_902386575.1,Lactobacillus casei strain MGYG-HGUT-02383,,1582,WGS,MGYG-HGUT-02383,,,,,,,,2019-08-12T00:00:00Z,,PRJEB33885,SAMEA5851887,GCA_902386575.1,"CABMJL010000001,CABMJL010000002,CABMJL010000003,CABMJL010000004,CABMJL010000005,CABMJL010000006,CABMJL010000007",,EMG,,,,,,,26.0,,3001027.0,47.886173,2937.0,,,,human gut,,,Italy,Italy,,,,,,,,,,,,,,,,,,,,,,,,,"Comprehensive reference data is essential for accurate taxonomic and functional characterisation of the human gut microbiome. Here we present the Unified Human Gastrointestinal Genome (UHGG) collection, a resource combining 286,997 genomes representing 4,644 prokaryotic species from the human gut. These genomes contain over 625 million protein sequences used to generate the Unified Human Gastrointestinal Protein (UHGP) catalogue, a collection that more than doubles the number of gut protein clusters over the Integrated Gene Catalogue. We find that a large portion of the human gut microbiome remains to be fully explored, with over 70% of the UHGG species lacking cultured representatives, and 40% of the UHGP missing meaningful functional annotations. Intra-species genomic variation analyses revealed a large reservoir of accessory genes and single-nucleotide variants, many of which were specific to individual human populations. These freely available genomic resources should greatly facilitate investigations into the human gut microbiome.",,2.0,737422.0,57.0,,97.4,,,,2019-10-03T14:44:18.875Z
57037.6,GCF_005796005.1,Lactobacillus zeae strain CRBIP24.58,,57037,WGS,CRBIP24.58,,,,,,,,2019-05-22T00:00:00Z,,PRJNA542774,SAMN11638128,GCA_005796005.1,VBWN01000000,,Food Industry Research and Development Institute,,Illumina HiSeq,270.0x,SOAPdenovo v. 2.04,,,31.0,,3090860.0,47.846878,3187.0,,3012.0,,Pus,,2008,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Genome-based reclassification of Lactobacillus casei as Lactobacillus casei subsp. casei. subsp.nov., description of Lactobacillus casei subsp. zeae subsp. nov., and emended description of Lactobacillus casei",sample_type:pure culture,4.0,255284.0,54.0,,97.9,,,,2019-07-17T15:37:56.603Z
57037.7,GCF_005796045.1,Lactobacillus zeae strain CRBIP24.44,,57037,WGS,CRBIP24.44,,,,,,,,2019-05-22T00:00:00Z,,PRJNA542775,SAMN11638139,GCA_005796045.1,VBWO01000000,,Food Industry Research and Development Institute,,Illumina HiSeq,270.0x,SOAPdenovo v. 2.04,,,44.0,,3083267.0,47.73469,3211.0,,3053.0,,throat,,2008,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Genome-based reclassification of Lactobacillus casei as Lactobacillus casei subsp. casei. subsp.nov., description of Lactobacillus casei subsp. zeae subsp. nov., and emended description of Lactobacillus casei",sample_type:pure culture,6.0,195996.0,56.0,,97.9,,,,2019-07-17T15:39:13.697Z
1046597.4,GCF_000260435.1,Lactobacillus zeae KCTC 3804,Lactobacillus zeae KCTC 3804,1423816,WGS,KCTC 3804,,,,,,,,2011-06-21T00:00:00Z,,PRJDA68087,SAMD00036561,GCA_000260435.1,BACQ00000000,-,,assembly,,,,0.0,0.0,113.0,,3110326.0,47.76,2958.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,Lactobacillus zeae KCTC 3804.This strain will be used for comparative genome analysis.,,14.0,72241.0,52.0,,97.8,99.7,0.0,,2015-03-16T03:17:09.594Z
1423816.3,GCF_001433745.1,Lactobacillus zeae DSM 20178 = KCTC 3804,,1423816,WGS,DSM 20178,,,,,,DSM:20178,,2015-11-06T00:00:00Z,,PRJNA222257,SAMN02369511,GCF_001433745.1,AZCT01000000,,Shanghai Majorbio,,Illumina MiSeq; Illumina HiSeq,100x,SOAPdenovo v. 2,,,55.0,,3121340.0,47.6,3157.0,,2840.0,,corn steep liquor,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,Genomic characterization of the genus Lactobacillus,,7.0,111206.0,52.0,,97.7,100.0,0.3,,2016-01-17T17:45:23.661Z
2668065.3,GCF_018551565.1,Lactobacillus sp. 1206-1,,2668065,WGS,1206-1,,,,,,CCM:8981,,2019-11-15T00:00:00Z,,PRJDB7793,SAMD00192934,GCA_009687905.1,BLBG01000000,,Northeast Agricultural University,,Illumina HiSeq,575x,SPAdes v. 3.13.2,0.0,0.0,40.0,,2444625.0,52.30884,2286.0,,,,traditional fermented foods and other habitats,isolated and identified from traditional fermented foods and other habitats,2015,China,China,,,,,,,,,,,,,,,Positive,ARRAY(0x5244ae0),No,,Mesophilic,30,,Facultative,,,"In recent years, many new species of lactic acid bacteria (LAB) have been isolated and identified from traditional fermented foods and other habitats. Currently, confirmation of a new species should be based upon genome sequencing. This project will confirm at least 100 new species based upon genome sequencing.",,4.0,184528.0,54.0,,96.2,,,,2019-12-31T02:56:32.705Z
